rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
11,Michigan,B10,25-7,108.42813310416575,26,78.735252628149,13,0.9753966315967094,11,25,7,13,4,13-4,0.756587342187317,0.5899928081578882,0.8316209657037908,0.756587342187317,0.5899928081578882,0.8316209657037908,0.5469261501661112,0.674222318787147,103.4242501622903,88.0589320034667,103.4242501622903,88.0589320034667,113.70145596753663,80.89563510887788,118.66702811362204,84.52665587181389,0.9801874318234531,14,0.025586892470505385,1274.0,1101.0,1187.74,1.0726253220401771,0.9269705491100746,0,0.7647058823529411,6.119432701344971,13,110,67.23749108057194
12,Maryland,B10,23-9,115.90940728839993,9,84.45508064522039,49,0.9744385170793606,12,23,9,13,4,13-4,0.7782562370130843,0.6542968940954208,0.8356261314846591,0.7782562370130843,0.6542968940954208,0.8356261314846591,0.5138509277906526,0.5603697495664061,103.28488260003466,86.04967561434033,103.28488260003466,86.04967561434033,114.55046135332228,84.08236149673502,125.48827127793768,94.55940138031401,0.9628279236629821,15,0.01051119008895085,1295.0,1146.0,1215.34,1.0655454440732635,0.9429460068787335,0,0.7647058823529411,5.813676640933661,16,136,69.96596758949954
13,Indiana,B10,24-9,108.37004650934433,27,79.2101166085684,18,0.973523091454904,13,24,9,11,5,11-5,0.7979864843089614,0.6654179374173012,0.8368180137871718,0.7979864843089614,0.6654179374173012,0.8368180137871718,0.5114441161568551,0.6270742189924716,104.25069097519031,86.50633093999608,104.25069097519031,86.50633093999608,106.7868602841574,79.77445496249747,119.58120037921434,86.96293280601553,0.9749840440283776,17,0.011083789300147973,1171.0,1047.0,1146.06,1.021761513358812,0.9135647348306372,0,0.6875,6.061295347865126,14,135,68.07984577360665
14,UCF,Amer,26-4,98.53770047471878,99,72.2001091546902,2,0.9727870735640267,14,26,4,14,1,14-1,0.7450309104279302,0.7606798367667011,0.7044879019252585,0.7450309104279302,0.7606798367667011,0.7044879019252585,0.6678177522001956,0.6390480344712979,98.51731136855163,87.27656500979448,98.51731136855163,87.27656500979448,98.82203017588014,73.81737072290808,104.89254171536302,76.96718668400723,0.9723451077363615,7,0.01491490240709703,935.0,720.0,980.5800000000002,0.9535173060841541,0.7342593159150705,0,0.9333333333333333,5.09463498130106,19,124,63.13389695235526
15,Notre Dame,ACC,24-9,110.39452933258153,18,80.94320974020116,26,0.9725777962566596,15,24,9,12,5,12-5,0.7895162987582787,0.605473747209071,0.8645401299903266,0.7895162987582787,0.605473747209071,0.8645401299903266,0.5073838069733778,0.6731313194107013,102.4242426864934,85.88647764515125,102.4242426864934,85.88647764515125,107.81644629246591,80.22023494832399,115.85916615252977,83.68903127854657,0.9768101051103628,17,0.009435223347658672,1217.0,1100.0,1240.6999999999998,0.9808978802289032,0.8865962762956396,0,0.7058823529411765,5.76466645542308,17,144,70.0790173901773
16,Oregon,P12,20-12,111.51191300708246,15,81.80953318504416,31,0.9724008451890058,16,20,12,10,6,10-6,0.8006821989513349,0.6467998944104383,0.9029831857031128,0.8006821989513349,0.6467998944104383,0.9029831857031128,0.49711625102179696,0.6101297473720562,103.53077719595328,85.32875500399332,103.53077719595328,85.32875500399332,112.0278379984456,79.41405217012918,125.71551731855081,91.69876263726714,0.9741283601914573,18,-0.09149207422167838,1100.0,978.0,1086.28,1.0126302610744928,0.9003203593916854,0,0.625,4.224025442513221,24,339,66.67567261216419
17,Virginia Tech,ACC,23-10,113.74382932352685,12,83.58169192916822,40,0.9718985308504846,17,23,10,13,5,13-5,0.7361696839639602,0.4863702866318811,0.8524132207594216,0.7361696839639602,0.4863702866318811,0.8524132207594216,0.5651659102951445,0.8108594194213925,99.75899422211377,85.46777506013598,99.75899422211377,85.46777506013598,113.62478321435685,81.05562013724978,118.45716722566121,90.30469491556406,0.9577370657616063,15,-0.036429155263334234,1252.0,1068.0,1210.28,1.0344713619988763,0.8824404270086261,0,0.7222222222222222,4.492582506781691,22,266,65.94582151625072
18,Iowa,B10,24-8,119.8001721704513,2,88.1530570416156,96,0.9714638165877665,18,24,8,14,4,14-4,0.7664714757092828,0.5721182359756698,0.8379964514832351,0.7664714757092828,0.5721182359756698,0.8379964514832351,0.5426556831243213,0.6607940389789738,101.96501001315029,87.53289281436844,101.96501001315029,87.53289281436844,123.01867799772654,90.10357469893944,131.49382605747084,96.19263269604434,0.9732727828908351,14,-0.00753005611769475,1584.0,1354.0,1366.5599999999997,1.159114857744995,0.9908090387542444,0,0.7777777777777778,6.611584794775299,12,193,73.7007158940283
19,Gonzaga,WCC,27-7,109.6073260487162,21,81.21348906557893,29,0.9691703318819616,19,27,7,15,2,15-2,0.6921416813277034,0.6832475673959633,0.6436643804156306,0.6921416813277034,0.6832475673959633,0.6436643804156306,0.6549699408967647,0.6623752810413893,99.94724077203611,88.78200059973324,99.94724077203611,88.78200059973324,107.29074624880109,80.51064057721071,120.69608184919302,87.3053405084288,0.9764416886177837,8,-0.0024312249186027035,1218.0,950.0,1139.1,1.069265209375823,0.8339917478711264,0,0.8823529411764706,3.728812285704227,27,177,63.540037794525006
20,South Dakota,Sum,29-6,105.92961442117091,35,79.25489464068124,19,0.9656505292401816,20,29,6,17,1,17-1,0.5487061884439898,0.6563063324647559,0.39969745516279914,0.5487061884439898,0.6563063324647559,0.39969745516279914,0.7212654027611985,0.6381508668529822,97.75096379366225,91.93917507067368,97.75096379366225,91.93917507067368,106.69082557287643,79.53946406821018,126.43009812412627,89.30714858125408,0.9819694455972503,9,0.0006194929932179516,1329.0,920.0,1197.36,1.1099418721186611,0.768357052181466,0,0.9444444444444444,2.0105705803536456,38,166,64.3612653056545
21,Princeton,Ivy,25-5,102.47109547201566,55,76.78638116304073,7,0.9650534884558727,21,25,5,14,0,14-0,0.5723174361005988,0.7442519423969317,0.359807623870041,0.5723174361005988,0.7442519423969317,0.359807623870041,0.7520716196132942,0.6408515378030234,93.86361976008708,90.61854921759534,93.86361976008708,90.61854921759534,102.73441474499998,72.18941772351204,103.62414360865701,77.65851742380661,0.9650129939307315,5,-0.03593030498077798,993.0,615.0,933.36,1.0638981743378761,0.6589097454358447,0,1.0,1.5347154810000487,40,264,66.18564450850194
22,Mississippi,SEC,23-9,103.56314557644332,49,78.19790034998734,12,0.961976857683066,22,23,9,10,6,10-6,0.7412951541309165,0.4820671686626485,0.9115356198338205,0.7412951541309165,0.4820671686626485,0.9115356198338205,0.5722686829916354,0.8352371395156507,100.42727932242316,86.8021916042523,100.42727932242316,86.8021916042523,104.47030805223068,76.25742765910924,107.59482727896737,83.3229723245146,0.9497865931774108,16,-0.00655019019323988,1053.0,970.0,1115.18,0.9442421851180974,0.869814738427877,0,0.625,4.559693599843096,21,189,67.46595488142165
23,Tennessee,SEC,25-9,104.00416897359698,48,78.7707026286113,14,0.9606733971164406,23,25,9,11,5,11-5,0.8242512641447389,0.6960312639449108,0.9036150041498866,0.8242512641447389,0.6960312639449108,0.9036150041498866,0.4848757602369943,0.5341136686944644,103.27310530336871,85.05410265829754,103.27310530336871,85.05410265829754,102.43158507908906,76.64092954640161,110.903485540017,83.83850632928065,0.9614812921213458,18,0.08857872935894306,1092.0,988.0,1157.5,0.9434125269978402,0.8535637149028078,0,0.6875,7.622270947173899,9,16,70.98448022103527
24,LSU,SEC,26-6,105.46357317227827,38,79.98621089528771,23,0.9600700902620354,24,26,6,13,3,13-3,0.7363012459945169,0.4997244216657371,0.9079654398256325,0.7363012459945169,0.4997244216657371,0.9079654398256325,0.5856024434854487,0.7880834506446283,100.21932915393167,88.39735077248666,100.21932915393167,88.39735077248666,109.52128156973635,78.73551706673983,121.68043495119683,90.61880102186673,0.9673738183841897,14,0.07232272427720621,1141.0,1036.0,1162.48,0.9815222627486064,0.8911981281398389,0,0.8125,7.182902306751677,10,29,70.52179888471318
25,Colorado,P12,22-9,104.21688338168698,46,79.1037470501881,16,0.959717036557421,25,22,9,9,7,9-7,0.765675307763431,0.5038254489816937,0.9054217586147484,0.765675307763431,0.5038254489816937,0.9054217586147484,0.5696130785130104,0.8615884969398045,101.10019614121572,86.72930999358597,101.10019614121572,86.72930999358597,102.65282970746229,77.99426425857277,108.30685119817609,85.50916775441699,0.9380784550133084,13,-0.0076086229143406126,1022.0,983.0,1103.22,0.9263791446855568,0.8910280814343468,0,0.5625,4.319844737946406,23,194,65.7037482059855
26,Ohio St.,B10,25-7,108.96063197001523,23,82.96242082532953,37,0.9583090933053621,26,25,7,14,4,14-4,0.6981023921098611,0.3827157572890925,0.7905283651773733,0.6981023921098611,0.3827157572890925,0.7905283651773733,0.6096973156494311,0.916563607469075,99.8337952657724,88.54037538362154,99.8337952657724,88.54037538362154,107.77004485553006,84.83382062650475,124.22760761095377,95.4669305338392,0.9538389492617356,12,0.043746594088268975,1365.0,1265.0,1339.4399999999996,1.0190826016842862,0.9444245356268294,0,0.7777777777777778,3.9375723381725787,26,69,72.1955136009891
27,Utah,P12,21-12,116.83914401986476,5,89.35145707223833,108,0.9562503830484016,27,21,12,8,7,8-7,0.7773850072964262,0.536591175408096,0.9101539601417077,0.7773850072964262,0.536591175408096,0.9101539601417077,0.5159690034471964,0.7572085511883696,102.08013566101359,85.68919220629456,102.08013566101359,85.68919220629456,116.27913478418803,89.8796208865313,127.87135146389373,98.25076877590958,0.9539229799277856,17,-0.010986665364362103,1065.0,1076.0,1047.4799999999998,1.0167258563409327,1.0272272501622945,0,0.5333333333333333,3.1204960879934056,32,201,68.72382128143953
28,Kentucky,SEC,19-12,110.67344375998306,16,84.64559454140579,53,0.956197551227674,28,19,12,8,8,8-8,0.7711768165974777,0.4768376916039122,0.8983496428194561,0.7711768165974777,0.4768376916039122,0.8983496428194561,0.5037570881522401,0.7344802086169293,102.0107377389949,85.90584977917132,102.0107377389949,85.90584977917132,106.34752489509927,85.27724918022122,117.59921102476525,88.09614449889794,0.965169688750675,16,-0.020986488536447245,1072.0,1086.0,1135.0,0.9444933920704845,0.9568281938325991,0,0.5,3.3171945432242866,30,232,69.52336742990765
29,South Dakota St.,Sum,29-9,109.91140430256291,20,84.0752120651551,45,0.9561262061219944,29,29,9,17,1,17-1,0.5746056901530241,0.7684805530185993,0.40077740016240115,0.5746056901530241,0.7684805530185993,0.40077740016240115,0.7441866387152981,0.5580228671067137,97.65484201869816,92.13345170686199,97.65484201869816,92.13345170686199,113.525908694026,85.13277217637831,115.98644283910645,98.1843068900179,0.8717151525354747,9,-0.07509592851818747,1435.0,991.0,1200.94,1.1948973304245007,0.8251869368994288,0,0.9444444444444444,-1.0783198984871771,62,326,66.20950128959379
30,Nebraska,B10,24-9,110.28125769074163,19,84.49557712685399,50,0.9553340751157902,30,24,9,11,7,11-7,0.7007010112011643,0.5046204700046338,0.7928821857238526,0.7007010112011643,0.5046204700046338,0.7928821857238526,0.6220277692776367,0.8270352591339005,100.97450743158879,89.80985511294527,100.97450743158879,89.80985511294527,109.08908078801396,84.11018640174737,122.23661703275,93.27773513407796,0.9572762849274544,11,-0.011641780966190729,1347.0,1226.0,1289.8400000000001,1.0443155740246852,0.9505054890529057,0,0.6111111111111112,3.363894279759557,29,205,70.1596328342085
31,Arizona,P12,21-8,105.56594369232934,37,81.03629076858232,27,0.9543943513737612,31,21,8,10,6,10-6,0.7818217281163762,0.5455489146448163,0.9073141474330361,0.7818217281163762,0.5455489146448163,0.9073141474330361,0.5460846571903665,0.7547691303202374,101.6548606517107,86.35314902868551,101.6548606517107,86.35314902868551,108.69579526211588,83.66117998574919,116.78054102639922,89.34417403228562,0.9560477831666642,13,0.040873547835488355,1049.0,992.0,1061.56,0.988168356004371,0.9344737932853536,0,0.625,4.762934014931633,20,79,65.4756413416926
32,Georgia Tech,ACC,21-11,98.92455527033123,91,76.85965641272008,8,0.9479614148036982,32,21,11,11,7,11-7,0.7323796588930085,0.4948442900601275,0.8510214266703029,0.7323796588930085,0.4948442900601275,0.8510214266703029,0.5731050400216663,0.749771479081245,99.94537303259202,86.75415231548598,99.94537303259202,86.75415231548598,101.72193887300178,75.32582509328387,106.9603908047758,82.1694950486908,0.9540102683304567,13,-0.01957387749872741,1104.0,998.0,1191.0799999999995,0.9268898814521279,0.8378950196460359,0,0.6111111111111112,2.6641366077757205,36,228,63.28260917862488
33,Creighton,BE,23-10,112.99997772345573,13,88.02108402912046,94,0.946486832434783,33,23,10,15,5,15-5,0.7162806380793993,0.8163793685158779,0.6208748984951066,0.7162806380793993,0.8163793685158779,0.6208748984951066,0.5925533247957778,0.5237366580832424,101.16285223805176,88.35599520939438,101.16285223805176,88.35599520939438,110.8260606624929,86.12166815574884,124.24381477371138,93.09229159399074,0.9650926515258701,12,0.009363727993786597,1526.0,1240.0,1376.3200000000002,1.1087537781911183,0.9009532666821668,0,0.75,0.7160606021038186,45,145,66.13896152713258
34,Georgia,SEC,21-10,100.05690936832733,78,78.06199886972149,11,0.9455616962673092,34,21,10,9,7,9-7,0.7593601201214926,0.5168697102149613,0.9094311875255859,0.7593601201214926,0.5168697102149613,0.9094311875255859,0.5327882919580056,0.7180782445871813,101.76309951587562,87.1609642997779,101.76309951587562,87.1609642997779,101.0294074093988,79.31676462033731,113.20519060383656,87.4591775682545,0.9510768221301832,15,0.039022940664081074,1045.0,1018.0,1136.64,0.9193764076576576,0.8956221846846846,0,0.5625,3.691883634476012,28,85,69.20766488086493
35,Miami FL,ACC,21-13,98.63458849369776,96,77.27063919998777,9,0.9430658800148278,35,21,13,10,8,10-8,0.7744250695958136,0.5359271607200647,0.8467980055537756,0.7744250695958136,0.5359271607200647,0.8467980055537756,0.5138205530874994,0.729560388059056,102.20162405115472,85.47037985533282,102.20162405115472,85.47037985533282,98.75270231067373,78.13364235448739,106.823994409292,85.00205624951492,0.9326314545783149,17,0.020815593350001715,1090.0,1077.0,1224.8999999999996,0.8898685606988328,0.8792554494244431,0,0.5555555555555556,2.683555291180706,35,115,67.14795791479672
36,Kansas,B12,21-10,104.95743435542879,41,82.66306832300646,35,0.9396866193618347,36,21,10,11,7,11-7,0.7526506555508733,0.4796347511279824,0.8698138865762304,0.7526506555508733,0.4796347511279824,0.8698138865762304,0.5494034977936526,0.8319456944882745,100.69292118501562,85.77417100002165,100.69292118501562,85.77417100002165,103.86126559760181,81.75425755596488,111.76432014769932,87.01168307366808,0.9467997580243324,15,0.0486524420295219,1239.0,1211.0,1325.1399999999999,0.9349955476402494,0.913865704755724,0,0.6111111111111112,3.0229624063314766,33,58,71.27690862357213
37,Oklahoma,B12,25-9,109.59661514741074,22,86.76954247493181,79,0.9361855756205878,37,25,9,12,6,12-6,0.8148514163414823,0.6917907909801427,0.8702095718673145,0.8148514163414823,0.6917907909801427,0.8702095718673145,0.4976454341213426,0.6257563498180017,103.29535998232657,85.63505706687009,103.29535998232657,85.63505706687009,109.19901966111962,86.06169303249077,119.80907668342589,95.06571209736977,0.9346434544218476,18,0.15822847996753375,1441.0,1394.0,1463.3999999999999,0.9846931802651361,0.952576192428591,0,0.6666666666666666,7.700619648884043,8,1,79.0591729344706
38,Kansas St.,B12,20-13,100.90404960413872,70,79.89270030851121,22,0.9361407317451498,38,20,13,9,9,9-9,0.7387416054767193,0.48654995620422953,0.8702146388472562,0.7387416054767193,0.48654995620422953,0.8702146388472562,0.5123062173560767,0.6920713771090794,102.66950133586357,86.41725662381019,102.66950133586357,86.41725662381019,97.40723425547706,78.95115569834687,116.38406800489464,90.5807565755736,0.9469755134311725,18,0.03181589678663499,1125.0,1151.0,1280.6800000000003,0.8784395789736701,0.8987412936877281,0,0.5,2.359015962363763,37,95,67.67140701760418
39,UCLA,P12,18-13,105.19290096828544,39,84.41184442119157,47,0.926287550828971,39,18,13,8,7,8-7,0.7846678163436924,0.5938735119628911,0.8927152451563758,0.7846678163436924,0.5938735119628911,0.8927152451563758,0.5437489504828491,0.6656508713613059,101.11316859280657,85.9642191226189,101.11316859280657,85.9642191226189,104.80866265960827,83.56884634555765,108.40450708761676,87.33185197452393,0.9231386121142888,15,-0.018646022468418177,940.0,921.0,996.7399999999999,0.9430744226177339,0.9240122800329074,0,0.5333333333333333,-0.10394517775736911,52,227,67.12757185022136
40,Arkansas,SEC,18-14,107.17410413059008,31,86.4060176388826,73,0.92251857725512,40,18,14,7,9,7-9,0.7700699913186132,0.559085160622456,0.9089467496588981,0.7700699913186132,0.559085160622456,0.9089467496588981,0.5366902377042255,0.7424420854253111,102.00505079652824,86.25818914403538,102.00505079652824,86.25818914403538,108.3681873872289,86.81312891334927,117.17161339651919,95.36666682612949,0.9143521042065232,18,-0.016674729475823824,1148.0,1125.0,1156.72,0.9924614427000484,0.9725776333079742,0,0.4375,0.7838098599188097,44,218,70.6969424149075
41,Dayton,A10,26-6,98.63381564853648,97,79.85495748755756,21,0.9189991340077422,41,26,6,14,1,14-1,0.6201321841363998,0.5473375091231373,0.6156049415394825,0.6201321841363998,0.5473375091231373,0.6156049415394825,0.755255251446978,0.7767121178417802,95.99744990364987,91.46950993304587,95.99744990364987,91.46950993304587,97.1903658264487,74.70283776467035,96.4121904791172,88.24990817789453,0.7344443782817344,2,0.021679373781284705,988.0,769.0,1018.78,0.9697873927638941,0.7548243978091443,0,0.9333333333333333,1.2978953074962318,41,113,66.27236768277884
42,Boston College,ACC,21-12,104.39604119352525,45,84.64614080367944,54,0.9177144471426808,42,21,12,10,8,10-8,0.6932108108709849,0.45655355718380314,0.8527374802198383,0.6932108108709849,0.45655355718380314,0.8527374802198383,0.6251342336907931,0.8635369235655482,98.61029060542876,87.54831424845355,98.61029060542876,87.54831424845355,106.69191055086739,83.86322512459128,119.10392245809061,97.54158832845853,0.9086076938131543,11,-0.018523614640618913,1259.0,1252.0,1321.9400000000003,0.9523881567998546,0.9470929089066068,0,0.5555555555555556,0.5913356582712028,48,226,71.40563217541325
43,Florida Gulf Coast,ASun,30-3,106.66541280935502,34,87.30376408290405,86,0.9091655677029502,43,30,3,15,1,15-1,0.4415570055515022,0.48422328962135414,0.34668372443452644,0.4415570055515022,0.48422328962135414,0.34668372443452644,0.825820351522272,0.7952273426224453,91.83306729469335,91.10437825205913,91.83306729469335,91.10437825205913,104.43654347353821,85.66130808013243,127.41890713601198,96.00822456179954,0.9628535177591193,4,0.0743840401013719,1214.0,902.0,1117.04,1.0868008307670272,0.807491226813722,0,0.9375,1.8888866959648187,39,28,70.44215342462965
44,South Florida,Amer,24-9,101.17563439204834,67,82.81259207331436,36,0.9091413086003947,44,24,9,12,3,12-3,0.7099877885514915,0.6621883679502457,0.7208715334283425,0.7099877885514915,0.6621883679502457,0.7208715334283425,0.6280903850340349,0.5903827211333832,96.53506619026534,85.49022386736749,96.53506619026534,85.49022386736749,96.40213507896712,80.82251372077081,119.02268055553627,94.03599852975027,0.9376035341756304,10,0.08210053545085805,883.0,803.0,977.9199999999998,0.9029368455497384,0.8211305628272253,0,0.8,3.2115937961426733,31,21,62.90180614655765
45,Florida,SEC,21-11,100.68175437684762,71,82.64971133364392,34,0.9063246533216068,45,21,11,10,6,10-6,0.7498860078180524,0.5138652346088219,0.9058628283647304,0.7498860078180524,0.5138652346088219,0.9058628283647304,0.563784763890992,0.7991947778939414,99.75874151728448,85.88632934539518,99.75874151728448,85.88632934539518,103.75480839223519,80.17919912265934,116.39786909376588,90.88239670483527,0.9450934347257652,17,0.08155468815854006,1138.0,1087.0,1210.28,0.9402782827114387,0.8981392735565324,0,0.625,2.7951607890596404,34,22,71.5430461604596
46,Missouri St.,MVC,25-8,96.32695531192272,123,79.19688345989553,17,0.9048082081642609,46,25,8,14,4,14-4,0.6243670306831773,0.6935861254941676,0.5252674337743072,0.6243670306831773,0.6935861254941676,0.5252674337743072,0.7220911923884578,0.6291342304902616,97.19165536294192,90.327676935199,97.19165536294192,90.327676935199,93.95440007042855,81.89288680061935,109.9300682747252,80.54404151154314,0.9728000464322842,5,0.026200296470490936,1181.0,1004.0,1224.6200000000001,0.9643807875095948,0.8198461563587071,0,0.7777777777777778,0.5719086003478385,49,107,67.4677131594401
47,Florida St.,ACC,17-14,102.11933401433502,56,84.32539270528596,46,0.9004091409112502,47,17,14,10,8,10-8,0.7467390947344501,0.4927286706909063,0.8559009779275116,0.7467390947344501,0.4927286706909063,0.8559009779275116,0.5584952097100083,0.7749357492605143,99.50909009920568,85.78938869649348,99.50909009920568,85.78938869649348,105.51394405473447,84.7462051132185,108.36480296175475,91.52521695085642,0.874595976541866,15,-0.010720819629157496,1171.0,1159.0,1233.5999999999997,0.9492542153047993,0.9395265888456552,0,0.5555555555555556,-0.17047031616753017,53,200,66.6091244138761
48,Washington St.,P12,19-11,99.2517759108513,89,82.36658088261308,33,0.8951556123876436,48,19,11,11,6,11-6,0.8127247282125029,0.6610588629978403,0.89515901403564,0.8127247282125029,0.6610588629978403,0.89515901403564,0.4995506133435978,0.6122249449097479,103.23414340254706,85.69183614091597,103.23414340254706,85.69183614091597,101.2861945387209,82.40000135479461,101.49645437652234,87.24240119823371,0.8507294983032991,15,0.14206894174692103,1015.0,1051.0,1119.8399999999997,0.906379482783255,0.9385269324189173,0,0.6470588235294118,4.020086645748103,25,3,64.81232230583187
