Season,TeamID,TeamName,Gender,FinalElo,PeakElo,EloVsPeakDiff,SeasonEndRegressed
1985,1179,Drake,M,1428.34,1517.84,-89.5,1446.26
1985,1180,Drexel,M,1348.42,1472.0,-123.58,1386.32
1985,1181,Duke,M,1743.21,1787.07,-43.86,1682.41
1985,1182,Duquesne,M,1366.02,1479.01,-112.99,1399.52
1985,1183,E Illinois,M,1602.4,1602.4,0.0,1576.8
1985,1184,E Kentucky,M,1495.8,1539.1,-43.3,1496.85
1985,1185,E Michigan,M,1497.69,1584.81,-87.12,1498.27
1985,1186,E Washington,M,1395.21,1488.37,-93.16,1421.41
1985,1187,East Carolina,M,1244.08,1474.0,-229.92,1308.06
1985,1190,ETSU,M,1337.51,1494.87,-157.36,1378.13
1985,1191,Evansville,M,1403.37,1537.34,-133.97,1427.53
1985,1192,F Dickinson,M,1588.54,1589.88,-1.34,1566.4
1985,1193,Fairfield,M,1379.85,1561.54,-181.69,1409.89
1985,1196,Florida,M,1580.61,1687.19,-106.58,1560.46
1985,1197,Florida A&M,M,1426.5,1471.0,-44.5,1444.88
1985,1199,Florida St,M,1526.73,1551.21,-24.48,1520.05
1985,1200,Fordham,M,1601.64,1646.88,-45.24,1576.23
1985,1201,Fresno St,M,1639.65,1671.6,-31.95,1604.74
1985,1202,Furman,M,1283.61,1503.53,-219.92,1337.71
1985,1203,G Washington,M,1500.13,1565.48,-65.35,1500.1
1985,1204,Ga Southern,M,1651.38,1679.21,-27.83,1613.54
1985,1206,George Mason,M,1605.29,1630.23,-24.94,1578.97
1985,1207,Georgetown,M,1982.1,1982.1,0.0,1861.57
1985,1208,Georgia,M,1699.91,1747.51,-47.6,1649.93
1985,1209,Georgia St,M,1148.79,1468.05,-319.26,1236.59
1985,1210,Georgia Tech,M,1828.85,1828.85,0.0,1746.64
1985,1211,Gonzaga,M,1436.02,1573.6,-137.58,1452.02
1985,1212,Grambling,M,1230.02,1529.0,-298.98,1297.51
1985,1215,Hardin-Simmons,M,1395.96,1479.0,-83.04,1421.97
1985,1216,Hartford,M,1307.04,1515.27,-208.23,1355.28
1985,1217,Harvard,M,1465.15,1606.44,-141.29,1473.86
1985,1218,Hawaii,M,1415.36,1534.72,-119.36,1436.52
1985,1220,Hofstra,M,1407.78,1526.56,-118.78,1430.84
1985,1221,Holy Cross,M,1418.55,1473.01,-54.46,1438.91
1985,1222,Houston,M,1504.44,1617.3,-112.86,1503.33
1985,1223,Houston Chr,M,1593.41,1618.69,-25.28,1570.06
1985,1224,Howard,M,1577.79,1595.31,-17.52,1558.34
1985,1225,Idaho,M,1287.89,1482.49,-194.6,1340.92
1985,1226,Idaho St,M,1431.09,1490.4,-59.31,1448.32
1985,1227,IL Chicago,M,1392.65,1556.73,-164.08,1419.49
1985,1228,Illinois,M,1795.49,1795.49,0.0,1721.62
1985,1229,Illinois St,M,1644.02,1707.82,-63.8,1608.02
1985,1231,Indiana,M,1559.86,1731.44,-171.58,1544.9
1985,1232,Indiana St,M,1471.74,1596.3,-124.56,1478.8
1985,1233,Iona,M,1701.74,1732.66,-30.92,1651.3
1985,1234,Iowa,M,1630.57,1779.7,-149.13,1597.93
1985,1235,Iowa St,M,1593.26,1628.52,-35.26,1569.94
1985,1238,Jackson St,M,1387.91,1485.09,-97.18,1415.93
1985,1239,Jacksonville,M,1526.2,1579.79,-53.59,1519.65
1985,1241,James Madison,M,1480.63,1522.51,-41.88,1485.47
1985,1242,Kansas,M,1700.72,1742.7,-41.98,1650.54
1985,1243,Kansas St,M,1492.22,1577.01,-84.79,1494.16
1985,1245,Kent,M,1549.3,1606.16,-56.86,1536.98
1985,1246,Kentucky,M,1647.86,1651.37,-3.51,1610.9
1985,1247,La Salle,M,1501.53,1598.32,-96.79,1501.15
1985,1248,Lafayette,M,1474.96,1542.46,-67.5,1481.22
1985,1249,Lamar,M,1688.39,1695.26,-6.87,1641.29
1985,1250,Lehigh,M,1402.82,1488.13,-85.31,1427.12
1985,1253,Long Beach St,M,1222.31,1466.94,-244.63,1291.73
1985,1254,LIU Brooklyn,M,1457.27,1508.99,-51.72,1467.95
1985,1256,Louisiana Tech,M,1844.29,1844.29,0.0,1758.22
1985,1257,Louisville,M,1517.27,1566.03,-48.76,1512.95
1985,1258,Loy Marymount,M,1379.65,1520.65,-141.0,1409.74
1985,1259,Loyola MD,M,1454.5,1529.34,-74.84,1465.88
1985,1260,Loyola-Chicago,M,1807.13,1807.13,0.0,1730.35
1985,1261,LSU,M,1634.49,1692.44,-57.95,1600.87
1985,1263,Maine,M,1382.13,1481.75,-99.62,1411.6
1985,1264,Manhattan,M,1376.84,1499.27,-122.43,1407.63
1985,1265,Marist,M,1560.01,1578.55,-18.54,1545.01
1985,1266,Marquette,M,1636.02,1665.05,-29.03,1602.02
1985,1267,Marshall,M,1621.22,1637.81,-16.59,1590.92
1985,1268,Maryland,M,1690.42,1709.56,-19.14,1642.82
1985,1269,Massachusetts,M,1469.15,1515.14,-45.99,1476.86
1985,1270,McNeese St,M,1599.86,1620.82,-20.96,1574.9
1985,1271,MD E Shore,M,1162.36,1449.3,-286.94,1246.77
1985,1272,Memphis,M,1832.98,1832.98,0.0,1749.74
1985,1273,Mercer,M,1641.53,1657.53,-16.0,1606.15
1985,1275,Miami OH,M,1615.37,1653.96,-38.59,1586.53
1985,1276,Michigan,M,1843.96,1862.6,-18.64,1757.97
1985,1277,Michigan St,M,1664.93,1757.24,-92.31,1623.7
1985,1278,Minnesota,M,1481.05,1600.76,-119.71,1485.79
1985,1279,Mississippi,M,1368.84,1514.26,-145.42,1401.63
1985,1280,Mississippi St,M,1480.51,1609.39,-128.88,1485.38
1985,1281,Missouri,M,1560.27,1642.61,-82.34,1545.2
1985,1283,Missouri St,M,1537.05,1566.1,-29.05,1527.79
1985,1284,Monmouth NJ,M,1373.06,1491.25,-118.19,1404.8
1985,1285,Montana,M,1593.33,1664.06,-70.73,1570.0
1985,1286,Montana St,M,1441.67,1545.0,-103.33,1456.25
1985,1287,Morehead St,M,1260.71,1450.87,-190.16,1320.53
1985,1288,Morgan St,M,1165.57,1455.0,-289.43,1249.18
1985,1290,MS Valley St,M,1495.2,1585.0,-89.8,1496.4
1985,1292,MTSU,M,1516.75,1537.08,-20.33,1512.56
1985,1293,Murray St,M,1550.88,1685.13,-134.25,1538.16
1985,1296,N Illinois,M,1407.27,1504.92,-97.65,1430.45
1985,1298,Navy,M,1749.53,1749.53,0.0,1687.15
1985,1299,NC A&T,M,1590.43,1602.33,-11.9,1567.82
1985,1301,NC State,M,1753.46,1753.46,0.0,1690.1
1985,1304,Nebraska,M,1512.26,1607.99,-95.73,1509.2
1985,1305,Nevada,M,1652.73,1674.71,-21.98,1614.55
1985,1306,New Hampshire,M,1286.56,1480.0,-193.44,1339.92
1985,1307,New Mexico,M,1542.29,1600.97,-58.68,1531.72
1985,1308,New Mexico St,M,1279.96,1552.72,-272.76,1334.97
1985,1309,New Orleans,M,1411.9,1496.5,-84.6,1433.93
1985,1310,Niagara,M,1464.62,1556.51,-91.89,1473.46
1985,1311,Nicholls St,M,1578.8,1582.2,-3.4,1559.1
1985,1314,North Carolina,M,1775.55,1780.52,-4.97,1706.66
1985,1317,North Texas,M,1273.68,1463.0,-189.32,1330.26
1985,1318,Northeastern,M,1669.46,1700.35,-30.89,1627.1
1985,1319,Northern Arizona,M,1468.09,1569.39,-101.3,1476.07
1985,1320,Northern Iowa,M,1355.99,1517.18,-161.19,1391.99
1985,1321,Northwestern,M,1343.94,1468.78,-124.84,1382.96
1985,1322,Northwestern LA,M,1168.14,1455.0,-286.86,1251.1
1985,1323,Notre Dame,M,1715.12,1715.12,0.0,1661.34
1985,1325,Ohio,M,1661.43,1686.82,-25.39,1621.07
1985,1326,Ohio St,M,1687.71,1690.88,-3.17,1640.78
1985,1327,Okla City,M,1270.83,1472.79,-201.96,1328.12
1985,1328,Oklahoma,M,1851.63,1851.63,0.0,1763.72
1985,1329,Oklahoma St,M,1445.28,1632.11,-186.83,1458.96
1985,1330,Old Dominion,M,1616.38,1662.96,-46.58,1587.28
1985,1331,Oral Roberts,M,1571.3,1590.76,-19.46,1553.48
1985,1332,Oregon,M,1502.45,1534.77,-32.32,1501.84
1985,1333,Oregon St,M,1608.81,1733.22,-124.41,1581.61
1985,1334,Pacific,M,1293.45,1473.0,-179.55,1345.09
1985,1335,Penn,M,1526.91,1549.1,-22.19,1520.18
1985,1336,Penn St,M,1278.51,1489.29,-210.78,1333.88
1985,1337,Pepperdine,M,1664.88,1691.32,-26.44,1623.66
1985,1338,Pittsburgh,M,1597.16,1647.25,-50.09,1572.87
1985,1339,Portland,M,1407.56,1565.18,-157.62,1430.67
1985,1341,Prairie View,M,1291.42,1463.0,-171.58,1343.56
1985,1343,Princeton,M,1417.89,1482.0,-64.11,1438.42
1985,1344,Providence,M,1391.29,1557.33,-166.04,1418.47
1985,1345,Purdue,M,1659.68,1682.85,-23.17,1619.76
1985,1347,Radford,M,1483.47,1538.11,-54.64,1487.6
1985,1348,Rhode Island,M,1275.51,1551.55,-276.04,1331.63
1985,1349,Rice,M,1377.43,1529.13,-151.7,1408.07
1985,1350,Richmond,M,1671.47,1693.39,-21.92,1628.6
1985,1351,Rider,M,1399.42,1496.33,-96.91,1424.56
1985,1352,Robert Morris,M,1292.68,1521.22,-228.54,1344.51
1985,1353,Rutgers,M,1502.61,1571.14,-68.53,1501.96
1985,1354,S Carolina St,M,1418.63,1478.0,-59.37,1438.97
1985,1356,S Illinois,M,1511.22,1556.11,-44.89,1508.42
1985,1359,Samford,M,1522.66,1563.85,-41.19,1517.0
1985,1360,San Diego,M,1468.72,1540.24,-71.52,1476.54
1985,1361,San Diego St,M,1667.01,1689.28,-22.27,1625.26
1985,1363,San Jose St,M,1565.86,1573.79,-7.93,1549.4
1985,1364,UC Santa Barbara,M,1421.45,1506.12,-84.67,1441.09
1985,1365,Santa Clara,M,1646.17,1650.54,-4.37,1609.63
1985,1368,SE Louisiana,M,1579.58,1614.34,-34.76,1559.68
1985,1371,Seton Hall,M,1381.61,1580.6,-198.99,1411.21
1985,1373,Siena,M,1607.95,1621.07,-13.12,1580.96
1985,1374,SMU,M,1644.92,1760.19,-115.27,1608.69
1985,1375,South Alabama,M,1516.14,1613.64,-97.5,1512.1
1985,1376,South Carolina,M,1450.62,1579.92,-129.3,1462.96
1985,1378,South Florida,M,1559.19,1616.87,-57.68,1544.39
1985,1379,Southern Miss,M,1342.02,1538.14,-196.12,1381.52
1985,1380,Southern Univ,M,1616.57,1638.16,-21.59,1587.43
1985,1382,St Bonaventure,M,1446.74,1587.46,-140.72,1460.06
1985,1383,St Francis NY,M,1233.22,1471.0,-237.78,1299.92
1985,1384,St Francis PA,M,1366.76,1475.0,-108.24,1400.07
1985,1385,St John's,M,1872.25,1886.82,-14.57,1779.19
1985,1386,St Joseph's PA,M,1661.96,1676.33,-14.37,1621.47
1985,1387,St Louis,M,1457.12,1539.95,-82.83,1467.84
1985,1388,St Mary's CA,M,1512.75,1547.87,-35.12,1509.56
1985,1389,St Peter's,M,1487.88,1571.34,-83.46,1490.91
1985,1390,Stanford,M,1362.24,1544.76,-182.52,1396.68
1985,1391,Stetson,M,1391.51,1492.98,-101.47,1418.63
1985,1393,Syracuse,M,1698.8,1758.53,-59.73,1649.1
1985,1395,TCU,M,1567.89,1600.78,-32.89,1550.92
1985,1396,Temple,M,1738.43,1748.72,-10.29,1678.82
1985,1397,Tennessee,M,1551.9,1649.11,-97.21,1538.93
1985,1398,Tennessee St,M,1321.91,1529.56,-207.65,1366.43
1985,1399,Tennessee Tech,M,1578.78,1602.63,-23.85,1559.08
1985,1400,Texas,M,1496.79,1569.38,-72.59,1497.59
1985,1401,Texas A&M,M,1641.57,1674.53,-32.96,1606.18
1985,1402,Texas St,M,1237.02,1484.7,-247.68,1302.76
1985,1403,Texas Tech,M,1733.46,1756.11,-22.65,1675.1
1985,1405,Toledo,M,1523.22,1585.21,-61.99,1517.42
1985,1406,Towson,M,1278.96,1477.0,-198.04,1334.22
1985,1408,Tulane,M,1504.69,1578.33,-73.64,1503.52
1985,1409,Tulsa,M,1668.47,1750.59,-82.12,1626.35
1985,1410,UTRGV,M,1366.12,1523.09,-156.97,1399.59
1985,1411,TX Southern,M,1443.16,1481.84,-38.68,1457.37
1985,1412,UAB,M,1681.54,1692.6,-11.06,1636.16
1985,1414,UC Irvine,M,1426.0,1478.0,-52.0,1444.5
1985,1416,UCF,M,1354.3,1464.48,-110.18,1390.72
1985,1417,UCLA,M,1620.96,1620.96,0.0,1590.72
1985,1418,Louisiana,M,1552.0,1647.26,-95.26,1539.0
1985,1419,ULM,M,1521.18,1614.75,-93.57,1515.88
1985,1423,UNC Wilmington,M,1354.83,1531.0,-176.17,1391.12
1985,1424,UNLV,M,1778.94,1791.19,-12.25,1709.2
1985,1425,USC,M,1612.47,1697.75,-85.28,1584.35
1985,1426,UT Arlington,M,1346.18,1521.0,-174.82,1384.64
1985,1427,UT San Antonio,M,1533.13,1567.68,-34.55,1524.85
1985,1428,Utah,M,1493.86,1506.42,-12.56,1495.4
1985,1429,Utah St,M,1500.82,1597.16,-96.34,1500.62
1985,1431,UTEP,M,1637.6,1671.13,-33.53,1603.2
1985,1432,Utica,M,1506.1,1576.95,-70.85,1504.57
1985,1433,VCU,M,1804.95,1812.72,-7.77,1728.71
1985,1434,Valparaiso,M,1259.88,1455.0,-195.12,1319.91
1985,1435,Vanderbilt,M,1405.67,1611.77,-206.1,1429.25
1985,1436,Vermont,M,1263.24,1461.0,-197.76,1322.43
1985,1437,Villanova,M,1817.54,1817.54,0.0,1738.16
1985,1438,Virginia,M,1542.57,1604.67,-62.1,1531.93
1985,1439,Virginia Tech,M,1628.23,1697.97,-69.74,1596.17
1985,1440,VMI,M,1425.78,1504.91,-79.13,1444.34
1985,1441,W Carolina,M,1431.77,1517.03,-85.26,1448.83
1985,1442,W Illinois,M,1434.37,1513.08,-78.71,1450.78
1985,1443,WKU,M,1506.05,1624.7,-118.65,1504.54
1985,1444,W Michigan,M,1375.8,1546.33,-170.53,1406.85
1985,1446,W Texas A&M,M,1410.64,1517.33,-106.69,1432.98
1985,1447,Wagner,M,1317.21,1505.62,-188.41,1362.91
1985,1448,Wake Forest,M,1569.59,1662.47,-92.88,1552.19
1985,1449,Washington,M,1672.91,1698.27,-25.36,1629.68
1985,1450,Washington St,M,1443.41,1613.19,-169.78,1457.56
1985,1451,Weber St,M,1567.2,1664.95,-97.75,1550.4
1985,1452,West Virginia,M,1651.48,1689.79,-38.31,1613.61
1985,1453,WI Green Bay,M,1208.65,1481.0,-272.35,1281.49
1985,1455,Wichita St,M,1640.49,1656.33,-15.84,1605.37
1985,1456,William & Mary,M,1538.89,1563.25,-24.36,1529.17
1985,1458,Wisconsin,M,1504.14,1626.53,-122.39,1503.1
1985,1461,Wyoming,M,1432.41,1544.01,-111.6,1449.31
1985,1462,Xavier,M,1539.03,1593.91,-54.88,1529.27
1985,1463,Yale,M,1432.47,1475.23,-42.76,1449.35
1985,1464,Youngstown St,M,1578.5,1595.56,-17.06,1558.88
1986,1102,Air Force,M,1273.95,1369.31,-95.36,1330.46
1986,1103,Akron,M,1580.2,1592.22,-12.02,1560.15
1986,1104,Alabama,M,1829.88,1829.88,0.0,1747.41
1986,1106,Alabama St,M,1337.51,1471.96,-134.45,1378.13
1986,1108,Alcorn St,M,1614.24,1630.24,-16.0,1585.68
1986,1109,Alliant Intl,M,1137.02,1286.46,-149.44,1227.76
1986,1110,American Univ,M,1326.24,1430.76,-104.52,1369.68
1986,1111,Appalachian St,M,1462.73,1480.87,-18.14,1472.05
1986,1112,Arizona,M,1731.05,1784.94,-53.89,1673.29
1986,1113,Arizona St,M,1488.35,1511.43,-23.08,1491.26
1986,1114,Ark Little Rock,M,1675.2,1675.2,0.0,1631.4
1986,1116,Arkansas,M,1442.21,1692.12,-249.91,1456.66
1986,1117,Arkansas St,M,1530.29,1555.68,-25.39,1522.72
1986,1119,Army,M,1296.11,1501.4,-205.29,1347.08
1986,1120,Auburn,M,1830.68,1830.68,0.0,1748.01
1986,1121,Augusta,M,1285.53,1352.18,-66.65,1339.15
1986,1122,Austin Peay,M,1400.74,1461.79,-61.05,1425.56
1986,1123,Ball St,M,1644.8,1667.32,-22.52,1608.6
1986,1124,Baylor,M,1349.83,1458.52,-108.69,1387.37
1986,1126,Bethune-Cookman,M,1185.47,1297.89,-112.42,1264.1
1986,1129,Boise St,M,1415.12,1501.71,-86.59,1436.34
1986,1130,Boston College,M,1535.34,1733.98,-198.64,1526.5
1986,1131,Boston Univ,M,1687.2,1693.84,-6.64,1640.4
1986,1132,Bowling Green,M,1260.7,1424.16,-163.46,1320.52
1986,1133,Bradley,M,1838.28,1876.64,-38.36,1753.71
1986,1134,Brooklyn,M,1224.15,1469.77,-245.62,1293.11
1986,1135,Brown,M,1473.71,1473.71,0.0,1480.28
1986,1137,Bucknell,M,1421.82,1514.57,-92.75,1441.36
1986,1139,Butler,M,1339.89,1528.59,-188.7,1379.92
1986,1140,BYU,M,1555.42,1644.31,-88.89,1541.56
1986,1141,C Michigan,M,1420.39,1436.98,-16.59,1440.29
1986,1143,California,M,1614.82,1614.82,0.0,1586.12
1986,1144,Campbell,M,1174.12,1277.4,-103.28,1255.59
1986,1145,Canisius,M,1638.61,1718.17,-79.56,1603.96
1986,1147,Centenary,M,1383.03,1390.91,-7.88,1412.27
1986,1149,Charleston So,M,1520.25,1522.78,-2.53,1515.19
1986,1150,Charlotte,M,1294.01,1359.6,-65.59,1345.51
1986,1151,Chattanooga,M,1587.21,1629.17,-41.96,1565.41
1986,1152,Chicago St,M,1682.58,1686.06,-3.48,1636.94
1986,1153,Cincinnati,M,1516.99,1549.14,-32.15,1512.74
1986,1154,Citadel,M,1362.33,1539.68,-177.35,1396.75
1986,1155,Clemson,M,1586.35,1695.46,-109.11,1564.76
1986,1156,Cleveland St,M,1845.8,1845.8,0.0,1759.35
1986,1159,Colgate,M,1052.1,1238.81,-186.71,1164.07
1986,1160,Colorado,M,1333.36,1539.72,-206.36,1375.02
1986,1161,Colorado St,M,1391.01,1556.73,-165.72,1418.26
1986,1162,Columbia,M,1433.73,1574.35,-140.62,1450.3
1986,1163,Connecticut,M,1438.62,1639.45,-200.83,1453.96
1986,1164,Coppin St,M,1291.04,1461.97,-170.93,1343.28
1986,1165,Cornell,M,1493.8,1533.36,-39.56,1495.35
1986,1166,Creighton,M,1454.87,1496.78,-41.91,1466.15
1986,1168,CS Fullerton,M,1529.6,1601.22,-71.62,1522.2
1986,1171,Dartmouth,M,1290.77,1373.42,-82.65,1343.08
1986,1172,Davidson,M,1553.0,1564.16,-11.16,1539.75
1986,1173,Dayton,M,1640.15,1687.37,-47.22,1605.11
1986,1174,Delaware,M,1307.45,1465.38,-157.93,1355.59
1986,1175,Delaware St,M,1288.97,1435.59,-146.62,1341.73
1986,1177,DePaul,M,1668.31,1691.51,-23.2,1626.23
1986,1178,Detroit,M,1452.76,1562.13,-109.37,1464.57
1986,1179,Drake,M,1573.97,1583.23,-9.26,1555.48
1986,1180,Drexel,M,1554.01,1563.56,-9.55,1540.51
1986,1181,Duke,M,2057.73,2057.73,0.0,1918.3
1986,1182,Duquesne,M,1507.56,1510.45,-2.89,1505.67
1986,1183,E Illinois,M,1536.95,1578.69,-41.74,1527.71
1986,1184,E Kentucky,M,1352.32,1505.51,-153.19,1389.24
1986,1185,E Michigan,M,1361.33,1527.58,-166.25,1396.0
1986,1186,E Washington,M,1524.65,1542.48,-17.83,1518.49
1986,1187,East Carolina,M,1298.79,1372.71,-73.92,1349.09
1986,1190,ETSU,M,1377.9,1488.35,-110.45,1408.43
1986,1191,Evansville,M,1307.12,1431.02,-123.9,1355.34
1986,1192,F Dickinson,M,1618.17,1637.35,-19.18,1588.63
1986,1193,Fairfield,M,1629.88,1651.53,-21.65,1597.41
1986,1196,Florida,M,1643.94,1669.39,-25.45,1607.96
1986,1197,Florida A&M,M,1317.35,1487.84,-170.49,1363.01
1986,1199,Florida St,M,1484.19,1546.92,-62.73,1488.14
1986,1200,Fordham,M,1474.49,1584.3,-109.81,1480.87
1986,1201,Fresno St,M,1479.83,1639.17,-159.34,1484.87
1986,1202,Furman,M,1300.01,1353.12,-53.11,1350.01
1986,1203,G Washington,M,1437.96,1507.84,-69.88,1453.47
1986,1204,Ga Southern,M,1451.64,1634.5,-182.86,1463.73
1986,1206,George Mason,M,1631.25,1653.35,-22.1,1598.44
1986,1207,Georgetown,M,1846.87,1921.22,-74.35,1760.15
1986,1208,Georgia,M,1672.56,1757.59,-85.03,1629.42
1986,1209,Georgia St,M,1216.33,1317.85,-101.52,1287.25
1986,1210,Georgia Tech,M,1905.12,1940.82,-35.7,1803.84
1986,1211,Gonzaga,M,1482.54,1482.54,0.0,1486.9
1986,1212,Grambling,M,1309.57,1401.04,-91.47,1357.18
1986,1215,Hardin-Simmons,M,1425.21,1479.68,-54.47,1443.91
1986,1216,Hartford,M,1395.47,1467.16,-71.69,1421.6
1986,1217,Harvard,M,1196.53,1483.25,-286.72,1272.4
1986,1218,Hawaii,M,1151.34,1460.21,-308.87,1238.5
1986,1220,Hofstra,M,1478.46,1533.63,-55.17,1483.84
1986,1221,Holy Cross,M,1411.91,1513.77,-101.86,1433.93
1986,1222,Houston,M,1502.94,1567.29,-64.35,1502.2
1986,1223,Houston Chr,M,1401.2,1581.0,-179.8,1425.9
1986,1224,Howard,M,1515.36,1603.28,-87.92,1511.52
1986,1225,Idaho,M,1299.77,1359.74,-59.97,1349.83
1986,1226,Idaho St,M,1467.35,1467.35,0.0,1475.51
1986,1227,IL Chicago,M,1395.42,1431.56,-36.14,1421.56
1986,1228,Illinois,M,1821.83,1825.82,-3.99,1741.37
1986,1229,Illinois St,M,1569.6,1588.05,-18.45,1552.2
1986,1231,Indiana,M,1788.64,1826.34,-37.7,1716.48
1986,1232,Indiana St,M,1407.32,1525.24,-117.92,1430.49
1986,1233,Iona,M,1506.69,1615.93,-109.24,1505.02
1986,1234,Iowa,M,1684.46,1711.44,-26.98,1638.34
1986,1235,Iowa St,M,1752.73,1752.73,0.0,1689.55
1986,1238,Jackson St,M,1400.94,1496.36,-95.42,1425.7
1986,1239,Jacksonville,M,1739.2,1757.13,-17.93,1679.4
1986,1241,James Madison,M,1289.41,1466.43,-177.02,1342.06
1986,1242,Kansas,M,2019.57,2019.57,0.0,1889.68
1986,1243,Kansas St,M,1556.93,1647.44,-90.51,1542.7
1986,1245,Kent,M,1416.21,1565.11,-148.9,1437.16
1986,1246,Kentucky,M,1928.52,1928.52,0.0,1821.39
1986,1247,La Salle,M,1513.73,1554.62,-40.89,1510.3
1986,1248,Lafayette,M,1409.5,1491.2,-81.7,1432.12
1986,1249,Lamar,M,1589.37,1690.55,-101.18,1567.03
1986,1250,Lehigh,M,1354.5,1497.91,-143.41,1390.88
1986,1253,Long Beach St,M,1253.9,1337.36,-83.46,1315.43
1986,1254,LIU Brooklyn,M,1230.0,1451.51,-221.51,1297.5
1986,1256,Louisiana Tech,M,1616.87,1769.01,-152.14,1587.65
1986,1257,Louisville,M,2001.03,2001.03,0.0,1875.77
1986,1258,Loy Marymount,M,1503.34,1566.63,-63.29,1502.5
1986,1259,Loyola MD,M,1480.24,1521.08,-40.84,1485.18
1986,1260,Loyola-Chicago,M,1579.56,1694.28,-114.72,1559.67
1986,1261,LSU,M,1779.76,1779.76,0.0,1709.82
1986,1263,Maine,M,1308.59,1392.47,-83.88,1356.44
1986,1264,Manhattan,M,1093.39,1385.07,-291.68,1195.04
1986,1265,Marist,M,1578.87,1586.62,-7.75,1559.15
1986,1266,Marquette,M,1658.67,1694.87,-36.2,1619.0
1986,1267,Marshall,M,1544.89,1658.41,-113.52,1533.67
