Season,TeamID,TeamName,Gender,FinalElo,PeakElo,EloVsPeakDiff,SeasonEndRegressed
1998,3326,Ohio St,W,1538.33,1648.6,-110.27,1528.75
1998,3328,Oklahoma,W,1337.69,1530.17,-192.48,1378.27
1998,3329,Oklahoma St,W,1702.68,1702.74,-0.06,1652.01
1998,3330,Old Dominion,W,1904.6,1917.28,-12.68,1803.45
1998,3331,Oral Roberts,W,1359.25,1457.0,-97.75,1394.44
1998,3332,Oregon,W,1647.48,1687.67,-40.19,1610.61
1998,3333,Oregon St,W,1357.44,1527.75,-170.31,1393.08
1998,3334,Pacific,W,1345.36,1482.58,-137.22,1384.02
1998,3335,Penn,W,1480.6,1504.55,-23.95,1485.45
1998,3336,Penn St,W,1622.11,1631.64,-9.53,1591.58
1998,3337,Pepperdine,W,1551.15,1587.69,-36.54,1538.36
1998,3338,Pittsburgh,W,1319.69,1529.93,-210.24,1364.77
1998,3339,Portland,W,1672.65,1693.4,-20.75,1629.49
1998,3341,Prairie View,W,1294.62,1459.79,-165.17,1345.96
1998,3343,Princeton,W,1642.3,1642.3,0.0,1606.72
1998,3344,Providence,W,1362.77,1560.63,-197.86,1397.08
1998,3345,Purdue,W,1744.0,1744.0,0.0,1683.0
1998,3347,Radford,W,1478.21,1528.0,-49.79,1483.66
1998,3348,Rhode Island,W,1303.04,1471.0,-167.96,1352.28
1998,3349,Rice,W,1737.52,1762.05,-24.53,1678.14
1998,3350,Richmond,W,1477.61,1599.78,-122.17,1483.21
1998,3351,Rider,W,1279.62,1490.56,-210.94,1334.72
1998,3352,Robert Morris,W,1118.78,1455.0,-336.22,1214.08
1998,3353,Rutgers,W,1769.46,1769.46,0.0,1702.1
1998,3354,S Carolina St,W,1256.47,1519.58,-263.11,1317.35
1998,3356,S Illinois,W,1430.11,1518.0,-87.89,1447.58
1998,3358,Sam Houston St,W,1464.31,1547.35,-83.04,1473.23
1998,3359,Samford,W,1186.2,1482.0,-295.8,1264.65
1998,3360,San Diego,W,1435.36,1575.91,-140.55,1451.52
1998,3361,San Diego St,W,1468.93,1525.39,-56.46,1476.7
1998,3362,San Francisco,W,1458.83,1526.4,-67.57,1469.12
1998,3363,San Jose St,W,1286.68,1478.69,-192.01,1340.01
1998,3364,UC Santa Barbara,W,1785.36,1794.05,-8.69,1714.02
1998,3365,Santa Clara,W,1735.86,1762.35,-26.49,1676.9
1998,3368,SE Louisiana,W,1244.38,1540.82,-296.44,1308.29
1998,3369,SE Missouri St,W,1273.53,1470.0,-196.47,1330.15
1998,3371,Seton Hall,W,1441.76,1489.11,-47.35,1456.32
1998,3372,SF Austin,W,1784.56,1820.68,-36.12,1713.42
1998,3373,Siena,W,1598.56,1694.72,-96.16,1573.92
1998,3374,SMU,W,1698.26,1737.92,-39.66,1648.7
1998,3375,South Alabama,W,1232.56,1520.26,-287.7,1299.42
1998,3376,South Carolina,W,1523.28,1590.2,-66.92,1517.46
1998,3378,South Florida,W,1459.38,1513.05,-53.67,1469.54
1998,3379,Southern Miss,W,1446.07,1600.95,-154.88,1459.55
1998,3380,Southern Univ,W,1500.35,1550.97,-50.62,1500.26
1998,3381,Southern Utah,W,1495.25,1573.53,-78.28,1496.44
1998,3382,St Bonaventure,W,1525.78,1645.74,-119.96,1519.34
1998,3383,St Francis NY,W,1342.51,1474.92,-132.41,1381.88
1998,3384,St Francis PA,W,1646.24,1667.52,-21.28,1609.68
1998,3385,St John's,W,1306.05,1518.0,-211.95,1354.54
1998,3386,St Joseph's PA,W,1617.45,1724.44,-106.99,1588.09
1998,3387,St Louis,W,1383.56,1640.35,-256.79,1412.67
1998,3388,St Mary's CA,W,1676.2,1687.0,-10.8,1632.15
1998,3389,St Peter's,W,1604.58,1629.1,-24.52,1578.44
1998,3390,Stanford,W,1845.85,1874.37,-28.52,1759.39
1998,3391,Stetson,W,1418.38,1509.51,-91.13,1438.78
1998,3393,Syracuse,W,1379.88,1656.11,-276.23,1409.91
1998,3395,TCU,W,1383.98,1604.64,-220.66,1412.98
1998,3396,Temple,W,1358.69,1596.47,-237.78,1394.02
1998,3397,Tennessee,W,2112.73,2112.73,0.0,1959.55
1998,3398,Tennessee St,W,1459.53,1623.39,-163.86,1469.65
1998,3399,Tennessee Tech,W,1664.87,1712.53,-47.66,1623.65
1998,3400,Texas,W,1485.75,1555.05,-69.3,1489.31
1998,3401,Texas A&M,W,1480.7,1541.52,-60.82,1485.52
1998,3402,Texas St,W,1238.2,1460.75,-222.55,1303.65
1998,3403,Texas Tech,W,1839.76,1886.28,-46.52,1754.82
1998,3404,TN Martin,W,1678.66,1696.26,-17.6,1634.0
1998,3405,Toledo,W,1741.63,1746.25,-4.62,1681.22
1998,3406,Towson,W,1453.06,1610.85,-157.79,1464.8
1998,3407,Troy,W,1500.92,1518.0,-17.08,1500.69
1998,3408,Tulane,W,1688.09,1731.44,-43.35,1641.07
1998,3409,Tulsa,W,1369.18,1522.0,-152.82,1401.88
1998,3410,UTRGV,W,1067.36,1462.0,-394.64,1175.52
1998,3411,TX Southern,W,1149.0,1455.0,-306.0,1236.75
1998,3412,UAB,W,1419.24,1467.85,-48.61,1439.43
1998,3414,UC Irvine,W,1571.83,1622.31,-50.48,1553.87
1998,3416,UCF,W,1506.38,1564.23,-57.85,1504.78
1998,3417,UCLA,W,1717.95,1725.89,-7.94,1663.46
1998,3418,Louisiana,W,1377.37,1483.31,-105.94,1408.03
1998,3419,ULM,W,1600.05,1621.4,-21.35,1575.04
1998,3420,UMBC,W,1311.09,1522.5,-211.41,1358.32
1998,3421,UNC Asheville,W,1349.3,1468.0,-118.7,1386.98
1998,3422,UNC Greensboro,W,1651.98,1660.17,-8.19,1613.98
1998,3423,UNC Wilmington,W,1445.2,1567.02,-121.82,1458.9
1998,3424,UNLV,W,1322.56,1481.0,-158.44,1366.92
1998,3425,USC,W,1458.8,1546.51,-87.71,1469.1
1998,3426,UT Arlington,W,1610.63,1665.03,-54.4,1582.97
1998,3427,UT San Antonio,W,1547.33,1585.01,-37.68,1535.5
1998,3428,Utah,W,1669.71,1788.43,-118.72,1627.28
1998,3431,UTEP,W,1559.59,1583.54,-23.95,1544.69
1998,3433,VCU,W,1600.93,1618.1,-17.17,1575.7
1998,3434,Valparaiso,W,1651.23,1665.05,-13.82,1613.42
1998,3435,Vanderbilt,W,1649.53,1754.9,-105.37,1612.15
1998,3436,Vermont,W,1659.23,1686.83,-27.6,1619.42
1998,3437,Villanova,W,1641.98,1700.09,-58.11,1606.48
1998,3438,Virginia,W,1646.4,1700.05,-53.65,1609.8
1998,3439,Virginia Tech,W,1712.46,1712.46,0.0,1659.34
1998,3441,W Carolina,W,1288.43,1464.92,-176.49,1341.32
1998,3442,W Illinois,W,1306.29,1467.24,-160.95,1354.72
1998,3443,WKU,W,1727.16,1727.16,0.0,1670.37
1998,3444,W Michigan,W,1322.6,1556.0,-233.4,1366.95
1998,3447,Wagner,W,1575.55,1595.91,-20.36,1556.66
1998,3448,Wake Forest,W,1254.49,1529.0,-274.51,1315.87
1998,3449,Washington,W,1559.85,1703.27,-143.42,1544.89
1998,3450,Washington St,W,1457.28,1611.91,-154.63,1467.96
1998,3451,Weber St,W,1329.56,1473.0,-143.44,1372.17
1998,3452,West Virginia,W,1456.4,1580.35,-123.95,1467.3
1998,3453,WI Green Bay,W,1651.68,1678.01,-26.33,1613.76
1998,3454,WI Milwaukee,W,1454.41,1624.63,-170.22,1465.81
1998,3455,Wichita St,W,1500.53,1572.45,-71.92,1500.4
1998,3456,William & Mary,W,1365.23,1592.52,-227.29,1398.92
1998,3457,Winthrop,W,1255.42,1466.0,-210.58,1316.56
1998,3458,Wisconsin,W,1662.32,1720.42,-58.1,1621.74
1998,3459,Wofford,W,1202.42,1523.0,-320.58,1276.82
1998,3460,Wright St,W,1392.23,1467.0,-74.77,1419.17
1998,3461,Wyoming,W,1428.57,1541.46,-112.89,1446.43
1998,3462,Xavier,W,1590.02,1626.05,-36.03,1567.52
1998,3463,Yale,W,1501.96,1522.0,-20.04,1501.47
1998,3464,Youngstown St,W,1791.73,1805.09,-13.36,1718.8
1999,3102,Air Force,W,1094.72,1295.63,-200.91,1196.04
1999,3103,Akron,W,1554.73,1592.69,-37.96,1541.05
1999,3104,Alabama,W,1848.9,1848.9,0.0,1761.68
1999,3105,Alabama A&M,W,1253.67,1465.9,-212.23,1315.25
1999,3106,Alabama St,W,1389.51,1398.45,-8.94,1417.13
1999,3108,Alcorn St,W,1460.03,1540.42,-80.39,1470.02
1999,3110,American Univ,W,1361.13,1701.74,-340.61,1395.85
1999,3111,Appalachian St,W,1427.09,1460.83,-33.74,1445.32
1999,3112,Arizona,W,1762.37,1780.41,-18.04,1696.78
1999,3113,Arizona St,W,1484.25,1522.16,-37.91,1488.19
1999,3115,Ark Pine Bluff,W,1127.33,1459.46,-332.13,1220.5
1999,3116,Arkansas,W,1671.65,1749.25,-77.6,1628.74
1999,3117,Arkansas St,W,1653.03,1660.62,-7.59,1614.77
1999,3119,Army,W,1198.73,1318.82,-120.09,1274.05
1999,3120,Auburn,W,1762.17,1848.67,-86.5,1696.63
1999,3122,Austin Peay,W,1288.66,1397.53,-108.87,1341.5
1999,3123,Ball St,W,1349.19,1401.04,-51.85,1386.89
1999,3124,Baylor,W,1647.61,1684.54,-36.93,1610.71
1999,3125,Belmont,W,1558.03,1564.7,-6.67,1543.52
1999,3126,Bethune-Cookman,W,1129.79,1322.04,-192.25,1222.34
1999,3129,Boise St,W,1444.17,1637.38,-193.21,1458.13
1999,3130,Boston College,W,1730.18,1774.07,-43.89,1672.64
1999,3131,Boston Univ,W,1208.71,1430.88,-222.17,1281.53
1999,3132,Bowling Green,W,1505.16,1610.58,-105.42,1503.87
1999,3133,Bradley,W,1272.52,1451.61,-179.09,1329.39
1999,3135,Brown,W,1396.17,1458.04,-61.87,1422.13
1999,3137,Bucknell,W,1450.15,1482.28,-32.13,1462.61
1999,3138,Buffalo,W,1478.05,1609.73,-131.68,1483.54
1999,3139,Butler,W,1564.99,1750.64,-185.65,1548.74
1999,3140,BYU,W,1631.45,1684.7,-53.25,1598.59
1999,3141,C Michigan,W,1423.43,1512.97,-89.54,1442.57
1999,3142,Cal Poly,W,1165.75,1366.65,-200.9,1249.31
1999,3143,California,W,1464.81,1482.9,-18.09,1473.61
1999,3144,Campbell,W,1491.3,1541.25,-49.95,1493.48
1999,3145,Canisius,W,1458.88,1471.2,-12.32,1469.16
1999,3148,Central Conn,W,1357.72,1567.66,-209.94,1393.29
1999,3149,Charleston So,W,1447.17,1515.66,-68.49,1460.38
1999,3150,Charlotte,W,1352.94,1470.78,-117.84,1389.7
1999,3151,Chattanooga,W,1257.15,1352.88,-95.73,1317.86
1999,3152,Chicago St,W,1014.18,1207.69,-193.51,1135.64
1999,3153,Cincinnati,W,1754.05,1815.15,-61.1,1690.54
1999,3155,Clemson,W,1898.45,1898.45,0.0,1798.84
1999,3156,Cleveland St,W,1471.42,1517.52,-46.1,1478.56
1999,3157,Coastal Car,W,1494.94,1511.04,-16.1,1496.2
1999,3158,Col Charleston,W,1207.48,1369.34,-161.86,1280.61
1999,3159,Colgate,W,1238.61,1412.24,-173.63,1303.96
1999,3160,Colorado,W,1593.28,1644.09,-50.81,1569.96
1999,3161,Colorado St,W,1887.37,1942.18,-54.81,1790.53
1999,3162,Columbia,W,1141.11,1310.6,-169.49,1230.83
1999,3163,Connecticut,W,1987.83,2018.27,-30.44,1865.87
1999,3164,Coppin St,W,1365.63,1442.95,-77.32,1399.22
1999,3165,Cornell,W,1379.09,1408.01,-28.92,1409.32
1999,3166,Creighton,W,1649.0,1662.07,-13.07,1611.75
1999,3168,CS Fullerton,W,1172.68,1444.29,-271.61,1254.51
1999,3169,CS Northridge,W,1666.07,1681.27,-15.2,1624.55
1999,3170,CS Sacramento,W,1156.09,1357.67,-201.58,1242.07
1999,3171,Dartmouth,W,1675.22,1690.34,-15.12,1631.42
1999,3172,Davidson,W,1607.28,1607.28,0.0,1580.46
1999,3173,Dayton,W,1461.96,1540.45,-78.49,1471.47
1999,3174,Delaware,W,1511.23,1574.65,-63.42,1508.42
1999,3175,Delaware St,W,1281.91,1329.9,-47.99,1336.43
1999,3176,Denver,W,1493.02,1505.38,-12.36,1494.76
1999,3177,DePaul,W,1483.73,1582.14,-98.41,1487.8
1999,3178,Detroit,W,1510.93,1532.03,-21.1,1508.2
1999,3179,Drake,W,1731.55,1795.61,-64.06,1673.66
1999,3180,Drexel,W,1429.52,1528.56,-99.04,1447.14
1999,3181,Duke,W,2011.95,2011.95,0.0,1883.96
1999,3182,Duquesne,W,1532.78,1671.8,-139.02,1524.58
1999,3183,E Illinois,W,1224.01,1418.15,-194.14,1293.01
1999,3184,E Kentucky,W,1337.08,1561.23,-224.15,1377.81
1999,3185,E Michigan,W,1504.46,1553.48,-49.02,1503.34
1999,3186,E Washington,W,1246.51,1353.78,-107.27,1309.88
1999,3187,East Carolina,W,1517.14,1573.94,-56.8,1512.86
1999,3189,Elon,W,1182.55,1477.28,-294.73,1261.91
1999,3190,ETSU,W,1534.98,1589.2,-54.22,1526.24
1999,3191,Evansville,W,1653.95,1671.69,-17.74,1615.46
1999,3192,F Dickinson,W,1219.2,1337.56,-118.36,1289.4
1999,3193,Fairfield,W,1455.87,1634.25,-178.38,1466.9
1999,3194,FL Atlantic,W,1224.96,1502.17,-277.21,1293.72
1999,3196,Florida,W,1697.89,1794.78,-96.89,1648.42
1999,3197,Florida A&M,W,1613.94,1613.94,0.0,1585.46
1999,3198,Florida Intl,W,1823.6,1878.26,-54.66,1742.7
1999,3199,Florida St,W,1370.39,1510.13,-139.74,1402.79
1999,3200,Fordham,W,1323.75,1430.97,-107.22,1367.81
1999,3201,Fresno St,W,1358.52,1471.82,-113.3,1393.89
1999,3202,Furman,W,1394.46,1567.16,-172.7,1420.84
1999,3203,G Washington,W,1763.28,1795.82,-32.54,1697.46
1999,3204,Ga Southern,W,1487.34,1553.08,-65.74,1490.5
1999,3206,George Mason,W,1509.19,1557.3,-48.11,1506.89
1999,3207,Georgetown,W,1635.04,1648.68,-13.64,1601.28
1999,3208,Georgia,W,1951.84,1951.84,0.0,1838.88
1999,3209,Georgia St,W,1438.73,1588.85,-150.12,1454.05
1999,3210,Georgia Tech,W,1491.68,1588.47,-96.79,1493.76
1999,3211,Gonzaga,W,1332.64,1384.58,-51.94,1374.48
1999,3212,Grambling,W,1795.43,1825.37,-29.94,1721.57
1999,3214,Hampton,W,1550.66,1636.84,-86.18,1538.0
1999,3216,Hartford,W,1305.82,1521.57,-215.75,1354.36
1999,3217,Harvard,W,1412.64,1665.19,-252.55,1434.48
1999,3218,Hawaii,W,1632.7,1728.93,-96.23,1599.52
1999,3219,High Point,W,1262.38,1476.58,-214.2,1321.78
1999,3220,Hofstra,W,1389.94,1455.97,-66.03,1417.46
1999,3221,Holy Cross,W,1722.26,1740.81,-18.55,1666.7
1999,3222,Houston,W,1254.86,1471.52,-216.66,1316.14
1999,3224,Howard,W,1508.57,1601.62,-93.05,1506.43
1999,3225,Idaho,W,1546.56,1571.65,-25.09,1534.92
1999,3226,Idaho St,W,1374.47,1476.12,-101.65,1405.85
1999,3227,IL Chicago,W,1179.27,1318.37,-139.1,1259.45
1999,3228,Illinois,W,1805.95,1808.56,-2.61,1729.46
1999,3229,Illinois St,W,1369.4,1515.23,-145.83,1402.05
1999,3231,Indiana,W,1437.81,1729.6,-291.79,1453.36
1999,3232,Indiana St,W,1602.05,1699.2,-97.15,1576.54
1999,3233,Iona,W,1368.36,1470.29,-101.93,1401.27
